series_id,sender_celltype,receiver_celltype,ligand,receptor,pair,pathway,ipf_interaction_score,control_interaction_score,ipf_minus_control_interaction_score,interaction_log2_ratio
GSE135893,Mesenchymal,Immune,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.7069125019667375,0.2586373853629444,0.4482751166037931,1.4161369572688107
GSE135893,Immune,Epithelial,MIF,CD74,MIF-CD74,MIF inflammatory signaling,6.071398505162211,5.626891030210624,0.44450747495158716,0.10950345209201014
GSE136831,Endothelial,Stromal,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.6359783307861834,0.19755133399468355,0.4384269967914998,1.6380175662093648
GSE135893,Mesenchymal,Epithelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,2.949713588712655,2.5133977967613035,0.4363157919513516,0.23008991765269915
GSE136831,Stromal,Stromal,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.6069233338807235,0.1713326031400387,0.4355907307406848,1.7664528730337472
GSE136831,Stromal,Endothelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.8612140896574247,0.4256452805576679,0.4355688090997568,0.9998733719383534
GSE136831,Stromal,Endothelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.6633222010358851,0.22930319028175034,0.4340190107541348,1.492457404341551
GSE136831,Epithelial,Stromal,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.4968794601365427,0.06472541932856074,0.432154040807982,2.7619717111013427
GSE135893,Endothelial,Immune,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.4363539282244246,0.012801114921850893,0.4235528133025737,4.291011847021515
GSE135893,Endothelial,Endothelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.7219634200647874,0.29881615377295023,0.4231472662918372,1.2450233314129338
GSE135893,Immune,Endothelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.6199357576870665,0.19908664123518433,0.4208491164518822,1.5911038171477716
GSE136831,Myeloid,Epithelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.5661724541083356,0.14808940076790486,0.4180830533404307,1.8657600449040121
GSE136831,Myeloid,Epithelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.5720696503994007,0.1560328673194364,0.4160367830799643,1.8097229352145907
GSE136831,Epithelial,Endothelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.4736205745293296,0.06541016356567389,0.40821041096365573,2.681044738034901
GSE136831,Endothelial,Endothelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.6062082387796486,0.19964127236650317,0.4065669664131454,1.5554952013154177
GSE136831,Stromal,Stromal,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.4413801267417297,0.036774920713296244,0.4046052060284335,3.270535788175804
GSE135893,Mesenchymal,Mesenchymal,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.4165418940823288,0.012350917428006297,0.40419097665432246,4.2542814917044165
GSE136831,Endothelial,Stromal,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,1.0050595996953189,0.6046058062540937,0.4004537934412252,0.7238311369866441
GSE136831,Stromal,Lymphoid,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.6651033819271372,0.2737584081213419,0.39134497380579536,1.2504453042037669
GSE136831,Stromal,Epithelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,1.5986088359474089,1.2112443265244592,0.38736450942294964,0.3974616898226567
GSE136831,Stromal,Myeloid,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,1.0805548377228702,0.6967069088578632,0.38384792886500696,0.6258783984716264
GSE136831,Stromal,Endothelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.42071916024824246,0.037163970568669075,0.38355518967957336,3.1909904183523485
GSE135893,Mesenchymal,Mesenchymal,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.5189915875149826,0.14106065334674422,0.3779309341682384,1.8081168477728213
GSE136831,Stromal,Lymphoid,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.5452937812516939,0.17897526924675314,0.3663185120049408,1.5550537945836858
GSE135893,Mesenchymal,Epithelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.37848812853256286,0.014868596026856667,0.3636195325057062,3.965473546598636
GSE136831,Myeloid,Myeloid,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.45725603340755366,0.10823126919749305,0.3490247642100606,1.9826016502406578
GSE135893,Mesenchymal,Immune,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.3617900801608307,0.015499385108749332,0.3462906950520814,3.8659539142851242
GSE136831,Lymphoid,Lymphoid,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,1.6752343773181613,1.3340463051367444,0.3411880721814169,0.3263664082794504
GSE136831,Lymphoid,Stromal,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.4101016340294711,0.07286265487251564,0.33723897915695544,2.3419444480473817
GSE135893,Immune,Mesenchymal,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.700184181806337,0.3664981014185718,0.3336860803877652,0.9155506372572306
GSE136831,Stromal,Endothelial,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,1.0378162107913262,0.7050524993459207,0.3327637114454055,0.5512646133156336
GSE136831,Stromal,Epithelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.49929034554645646,0.17329042058330038,0.3259999249631561,1.474356981372357
GSE136831,Lymphoid,Epithelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.3952149356541029,0.07082827714874568,0.3243866585053572,2.325755348716661
GSE136831,Stromal,Epithelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.5044909044089648,0.18258566151524028,0.3219052428937246,1.4176452772804717
GSE136831,Lymphoid,Endothelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.3833521188614346,0.0640915893881805,0.3192605294732541,2.408439667594187
GSE135893,Endothelial,Epithelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.4964270051804038,0.17980200290018059,0.31662500228022317,1.4158591218282954
GSE135893,Endothelial,Mesenchymal,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.31990631456374247,0.00628135587019479,0.3136249586935477,4.340763638317365
GSE136831,Stromal,Stromal,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,1.110232871887782,0.8015403802159442,0.3086924916718379,0.46506388160945433
GSE136831,Myeloid,Endothelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.370072694384054,0.06288284020475318,0.3071898541793008,2.382624294789161
GSE135893,Immune,Epithelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.42627208393081445,0.1197933123520319,0.30647877157878256,1.749012111996148
GSE136831,Lymphoid,Stromal,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.3507576644747856,0.04788846956628407,0.30286919490850156,2.63968212505938
GSE136831,Stromal,Lymphoid,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.8531520955320655,0.5503061721404027,0.30284592339166283,0.6233994133753292
GSE136831,Endothelial,Endothelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,1.0984556180750902,0.8091748896362575,0.2892807284388327,0.43630760883029523
GSE136831,Endothelial,Myeloid,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,0.7880071456770235,0.4999372072080442,0.28806993846897927,0.6460820579459284
GSE135893,Mesenchymal,Immune,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.30346952326611853,0.016478851102375545,0.28699067216374297,3.565412754234594
GSE136831,Lymphoid,Lymphoid,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.33433058629783086,0.04885902567866261,0.28547156061916823,2.5484587727620576
GSE136831,Epithelial,Stromal,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.34700128156920185,0.06195758299646684,0.28504369857273504,2.3107106198489977
GSE135893,Endothelial,Epithelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.2906808271271961,0.007561781825459666,0.2831190453017364,4.0977217437558355
GSE136831,Stromal,Myeloid,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.40324025174063705,0.12664945676222095,0.2765907949784161,1.5965010624493923
GSE135893,Mesenchymal,Epithelial,MIF,CD74,MIF-CD74,MIF inflammatory signaling,7.306275879190854,7.03013127781316,0.2761446013776938,0.055507145529917416
GSE136831,Epithelial,Epithelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.33440512738217487,0.06022768272194107,0.2741774446602338,2.2939948842599858
GSE135893,Immune,Epithelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.47471416355752,0.20073377233521658,0.27398039122230344,1.201712699337844
GSE135893,Mesenchymal,Endothelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.43508693563282913,0.16174328401939875,0.2733436516134304,1.3738334709609334
GSE136831,Stromal,Stromal,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.30824270658414543,0.035202324309657036,0.2730403822744884,2.815658587904693
GSE136831,Endothelial,Lymphoid,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.9030016130651539,0.6315755727707684,0.27142604029438555,0.508998195188739
GSE135893,Endothelial,Immune,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.27785664019450756,0.007882584771920694,0.26997405542258684,4.008723306602077
GSE136831,Epithelial,Endothelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.3243675847622381,0.0544992489752325,0.2698683357870056,2.3740807251411233
GSE135893,Immune,Endothelial,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.8100123690176326,0.5433824572737873,0.2666299117438453,0.5673687614903313
GSE136831,Lymphoid,Lymphoid,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.31514025328618794,0.050024639662045234,0.2651156136241427,2.4374354339715634
GSE136831,Myeloid,Myeloid,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.3817040305559166,0.11694390921979242,0.2647601213361242,1.6255727973998086
GSE136831,Stromal,Epithelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.29705348952534305,0.03421945009891364,0.2628340394264294,2.7957370093442813
GSE136831,Stromal,Endothelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.28813709794710046,0.030964736587098335,0.2571723613600021,2.8635214615644897
GSE135893,Mesenchymal,Mesenchymal,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.2656142132547506,0.008453354053378175,0.25716085920137244,3.900695321579426
GSE136831,Myeloid,Lymphoid,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,1.1331408206235443,0.8767700586730068,0.25637076195053743,0.3663711721522943
GSE136831,Myeloid,Myeloid,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.3369129398868686,0.080560708774706,0.2563522311121626,1.9376164996948604
GSE136831,Epithelial,Stromal,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.2967882812293892,0.04072118745766451,0.2560670937717247,2.5965829488903
GSE136831,Endothelial,Stromal,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.3798726468614711,0.12428694920110733,0.25558569766036376,1.5376838380570101
GSE136831,Endothelial,Stromal,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,1.175103571148581,0.9199121332126842,0.25519143793589694,0.3498468393103638
GSE136831,Endothelial,Stromal,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.44414252054694103,0.18910349749773517,0.2550390230492059,1.189626556033385
GSE135893,Epithelial,Mesenchymal,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.6528330591544641,0.40311471192885007,0.24971834722561403,0.6821031208720038
GSE136831,Endothelial,Endothelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.41517263575665864,0.16633958417654915,0.2488330515801095,1.2696923847226615
GSE136831,Endothelial,Lymphoid,CXCL12,CXCR4,CXCL12-CXCR4,chemokine recruitment,1.0267314430094683,0.7785024281311314,0.24822901487833693,0.39485512113171534
GSE135893,Mesenchymal,Immune,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,2.6988438265168133,2.4530804415595244,0.2457633849572889,0.13721347449318422
GSE135893,Mesenchymal,Epithelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.2556180238306551,0.009855457612430838,0.24576256621822423,3.7417455293949846
GSE136831,Endothelial,Epithelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.4280201372389464,0.18382359185238795,0.24419654538655844,1.1762530131913544
GSE136831,Epithelial,Lymphoid,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.2828887580213662,0.04154648418876268,0.24134227383260354,2.506406884455779
GSE136831,Lymphoid,Epithelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.29155915006233224,0.051033765520773225,0.24052538454155903,2.3047615045071392
GSE136831,Stromal,Stromal,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.2636382859305354,0.023136481086436015,0.2405018048440994,3.045777788663916
GSE136831,Lymphoid,Epithelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.2885536042565492,0.04843569104853369,0.2401179132080155,2.3530682803774403
GSE136831,Endothelial,Lymphoid,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.36208202302257647,0.1268058740974031,0.23527614892517337,1.44349051175707
GSE136831,Stromal,Epithelial,COL14A1,ITGB1,COL14A1-ITGB1,collagen-integrin matrix remodeling,0.789313003506838,0.5614072653671838,0.2279057381396542,0.4842411796336249
GSE136831,Stromal,Lymphoid,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.25129128065581363,0.023605388390025864,0.22768589226578778,2.958894499660292
GSE135893,Endothelial,Immune,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.2330661528880738,0.008380715741104357,0.22468543714696945,3.7250841601102844
GSE136831,Epithelial,Lymphoid,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.26665114861866557,0.042537645233383256,0.2241135033852823,2.3966444690351865
GSE135893,Mesenchymal,Endothelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.7750288680995331,0.5534247767225369,0.22160409137699622,0.4785226997082624
GSE136831,Endothelial,Myeloid,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.6677622417383159,0.44692601124363135,0.22083623049468454,0.5688186936435663
GSE136831,Myeloid,Lymphoid,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.28456436433334414,0.06539855644300417,0.21916580789033996,1.9659740997737423
GSE136831,Epithelial,Stromal,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.4086277811850749,0.19181022110102675,0.21681756008404818,1.0526688110120637
GSE136831,Endothelial,Epithelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.8268203359689565,0.6115146360511525,0.21530569991780402,0.429129545918914
GSE135893,Mesenchymal,Endothelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.22267273089893388,0.009692803862258868,0.212979927036675,3.562561695720024
GSE136831,Stromal,Lymphoid,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.2368673435218914,0.02416853451110392,0.21269880901078747,2.8529957273446125
GSE136831,Endothelial,Lymphoid,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.3412987776836571,0.12983104084950106,0.211467736834156,1.3290138991975167
GSE135893,Endothelial,Immune,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.29787498318875305,0.08742748928432979,0.21044749390442324,1.6599438509335924
GSE136831,Stromal,Lymphoid,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.5464209500053975,0.33797387281007674,0.20844707719532074,0.6771977531737673
GSE136831,Lymphoid,Epithelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.4085752446838558,0.2028522369369237,0.2057230077469321,0.9756347384820059
GSE135893,Endothelial,Mesenchymal,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.24946721091369503,0.043982865475913784,0.20548434543778124,2.264978771583885
GSE136831,Epithelial,Epithelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.24669835555345787,0.043395739126001004,0.20330261642745687,2.2652775264133953
GSE136831,Epithelial,Epithelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.24415525852608366,0.04118650841616171,0.20296875010992194,2.3118745764783104
GSE135893,Mesenchymal,Epithelial,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.29916876457527736,0.09732327404373825,0.2018454905315391,1.5264315988836121
GSE136831,Stromal,Endothelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.7840484630361455,0.5839323333564144,0.20011612967973114,0.4189284875315053
GSE136831,Stromal,Myeloid,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.33661322787751097,0.13684476477228869,0.19976846310522228,1.239034881019541
GSE135893,Endothelial,Mesenchymal,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.20399308032454647,0.004299156351383135,0.19969392397316332,3.9035622106441057
GSE135893,Mesenchymal,Immune,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,2.8195788328933795,2.620026821168612,0.19955201172476755,0.10550981960444177
GSE136831,Lymphoid,Myeloid,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.23304361692339726,0.035399267533376355,0.1976443493900209,2.4204743184543034
GSE135893,Immune,Immune,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.25577937644343607,0.05824867556011592,0.19753070088332014,1.961356206484379
GSE135893,Mesenchymal,Immune,CCL2,CCR2,CCL2-CCR2,monocyte recruitment,0.39391784919298595,0.1971553550119271,0.19676249418105884,0.9633487855830429
GSE136831,Stromal,Epithelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.2191431930215814,0.024656076116750292,0.1944871169048311,2.725069207497362
GSE136831,Stromal,Epithelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.21688414917229348,0.023400861627071907,0.19348328754522157,2.763998596547567
GSE136831,Stromal,Stromal,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.5599188170735321,0.3678669046104321,0.1920519124631,0.5928782610860756
GSE136831,Epithelial,Stromal,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.35164823980532534,0.16023005537131854,0.1914181844340068,1.0871013519130668
GSE135893,Endothelial,Epithelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.19631595549322897,0.005012229811117058,0.1913037256821119,3.7806452109311275
GSE136831,Endothelial,Epithelial,POSTN,ITGB1,POSTN-ITGB1,periostin-integrin stromal signaling,0.8354324148210308,0.6443160791798027,0.1911163356412281,0.3697017040052233
GSE136831,Epithelial,Endothelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.32871143793974217,0.14094187117490928,0.1877695667648329,1.1660636419646133
GSE136831,Endothelial,Epithelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.31250527789459726,0.12570717601524628,0.18679810187935098,1.2488257602899695
GSE136831,Epithelial,Endothelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.3530273403592143,0.16792287074922085,0.18510446960999344,1.0288262337850518
GSE135893,Endothelial,Endothelial,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,0.23588393361745813,0.052497910827551016,0.18338602278990712,1.9760976009433942
GSE136831,Endothelial,Epithelial,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.315760301964323,0.1324500674226441,0.18331023454167888,1.1933544993367342
GSE136831,Stromal,Lymphoid,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.2509486972868808,0.0765277142913868,0.174420982995494,1.5925320015538287
GSE135893,Immune,Endothelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.2391405950610822,0.07075396410267934,0.16838663095840287,1.62535512739578
GSE135893,Immune,Epithelial,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.30393734417520074,0.1357629145244107,0.16817442965079005,1.1068529426282068
GSE136831,Lymphoid,Endothelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.18861004103357173,0.020567129076207613,0.16804291195736412,2.6998855993624016
GSE136831,Epithelial,Myeloid,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.1971863241299099,0.030101196011190247,0.16708512811871967,2.369211606780469
GSE136831,Lymphoid,Stromal,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,1.3156813726314138,1.1487514887241226,0.16692988390729124,0.19416287314706154
GSE135893,Immune,Immune,TNF,TNFRSF1A,TNF-TNFRSF1A,TNF inflammatory signaling,0.35017152019712827,0.18355288177605805,0.16661863842107022,0.8959563198563026
GSE135893,Endothelial,Endothelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.17101380127119353,0.004929508337638887,0.16608429293355464,3.59986113861269
GSE136831,Epithelial,Epithelial,COL1A1,ITGA2,COL1A1-ITGA2,collagen-integrin matrix remodeling,0.24074627030497317,0.07519846671039064,0.16554780359458254,1.5573288697291587
GSE136831,Epithelial,Lymphoid,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.4205862606077497,0.2569881528134943,0.16359810779425538,0.6895265599313392
GSE135893,Immune,Mesenchymal,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.6421443052080449,0.47875357281869946,0.16339073238934543,0.4160839878520765
GSE136831,Stromal,Epithelial,COL1A1,ITGA1,COL1A1-ITGA1,collagen-integrin matrix remodeling,0.29402016787750196,0.13067305124639447,0.1633471166311075,1.1118210535603954
GSE136831,Endothelial,Myeloid,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.25238762986810065,0.09187320049114173,0.16051442937695892,1.3649251309210777
GSE135893,Epithelial,Endothelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.3085173033970707,0.1481185325972427,0.16039877079982798,1.0103652772179412
GSE136831,Epithelial,Lymphoid,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.27022207707645624,0.11000766849635144,0.1602144085801048,1.2234440247744687
GSE136831,Epithelial,Endothelial,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.6034907907545795,0.4440097409590779,0.15948104979550154,0.4343184359950087
GSE136831,Endothelial,Lymphoid,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.6929063410981188,0.5339350327243644,0.1589713083737544,0.36989812277152145
GSE136831,Stromal,Myeloid,COL3A1,ITGB1,COL3A1-ITGB1,collagen-integrin matrix remodeling,1.066645356098526,0.9078064705052078,0.15883888559331827,0.2302812256611442
GSE136831,Stromal,Myeloid,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.1751614460220964,0.01710254036467013,0.15805890565742628,2.7722837453881595
GSE136831,Lymphoid,Myeloid,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.19453802984750354,0.03824891604399847,0.15628911380350508,2.083800672647722
GSE136831,Endothelial,Endothelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.20426580163075525,0.05337873082724169,0.15088707080351355,1.757330928999005
GSE135893,Mesenchymal,Epithelial,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.1531112988045572,0.005832300316257243,0.14727899848829995,3.3649139330008473
GSE136831,Endothelial,Lymphoid,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.4155687928926815,0.27005426609965644,0.14551452679302507,0.6036859561933408
GSE136831,Lymphoid,Myeloid,SPP1,ITGA4,SPP1-ITGA4,macrophage-integrin signaling,0.17170994883199267,0.026349040381208923,0.14536090845078375,2.321648228526041
GSE136831,Myeloid,Epithelial,TGFB1,TGFBR1,TGFB1-TGFBR1,fibrotic growth factor signaling,0.2763632923941613,0.13331978582475557,0.14304350656940573,0.998608779231334
GSE136831,Epithelial,Endothelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.15958952738716925,0.017488926377548883,0.14210060100962035,2.6251246159418393
GSE136831,Stromal,Stromal,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.4291434531617934,0.29103036981961145,0.13811308334218197,0.5447832535362321
GSE136831,Epithelial,Epithelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.25000208097485416,0.11222680657886462,0.13777527439598952,1.0889624408539436
GSE135893,Immune,Mesenchymal,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.26317457918164167,0.12601295861320116,0.1371616205684405,1.0060791263742035
GSE135893,Epithelial,Epithelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.364915087182455,0.22818674313065251,0.1367283440518025,0.6544707644552993
GSE135893,Epithelial,Endothelial,COL1A1,ITGB1,COL1A1-ITGB1,collagen-integrin matrix remodeling,0.6172868547528222,0.4811573773360434,0.13612947741677878,0.352939961267409
GSE136831,Myeloid,Stromal,TGFB1,TGFBR2,TGFB1-TGFBR2,fibrotic growth factor signaling,0.8899365309404274,0.7549894679751109,0.13494706296531644,0.2343833717249805
GSE135893,Mesenchymal,Mesenchymal,TNFSF12,TNFRSF12A,TWEAK-FN14,injury-remodeling signaling,0.2019269576474601,0.06851209766784608,0.13341485997961403,1.4325802375344643
GSE135893,Mesenchymal,Immune,POSTN,ITGAV,POSTN-ITGAV,periostin-integrin stromal signaling,0.179512576448326,0.04732277372515449,0.1321898027231715,1.7251132665164102
GSE136831,Epithelial,Myeloid,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.16460540526931983,0.032524348645643957,0.13208105662367586,2.0377371781415405
GSE136831,Stromal,Endothelial,SPP1,CD44,SPP1-CD44,macrophage-matrix immune remodeling,0.141764052403061,0.009936650663169011,0.131827401739892,2.9283351432922964
GSE135893,Immune,Endothelial,IL1B,IL1R1,IL1B-IL1R1,inflammatory cytokine signaling,0.38257905338855597,0.2534876061220333,0.12909144726652266,0.5752480955661534
GSE136831,Stromal,Myeloid,SPP1,ITGB1,SPP1-ITGB1,macrophage-integrin signaling,0.14621967794800964,0.018479298475048703,0.12774037947296094,2.455590677339846
GSE136831,Lymphoid,Lymphoid,SPP1,ITGAV,SPP1-ITGAV,macrophage-integrin signaling,0.14503014474746653,0.021389945927716626,0.12364019881974991,2.3041743179348937
